job.name,scen.name,rep.name,rep.methods,model,coef_of_interest,N,imp_m,imp_maxit,mice_method,dag_name,method,bhat,bhat_lo,bhat_hi,bhat_width,overall.error,beta,form_string,gold_form_string,sancheck.prop_complete,sancheck.di_ours.vars
job_1,1,27,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.152139019383039,-0.0464666077937231,0.350744646559802,0.397211254353525,,0,A ~ 1,A1 ~ 1,0.48,C A
job_1,1,28,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.00671705364124078,-0.146695881001313,0.133261773718831,0.279957654720144,,0,A ~ 1,A1 ~ 1,0.493,C A
job_1,1,28,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.0748688743217452,-0.364177593361864,0.214439844718374,0.578617438080237,,0,A ~ 1,A1 ~ 1,0.493,C A
job_1,1,28,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,-0.0900942938839488,-0.247753460767753,0.0675648729998553,0.315318333767608,,0,A ~ 1,A1 ~ 1,0.493,C A
job_1,1,29,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0819895344261582,-0.220595224621573,0.0566161557692563,0.277211380390829,,0,A ~ 1,A1 ~ 1,0.521,C A
job_1,1,29,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.0279154433542966,-0.195987025893834,0.140156139185241,0.336143165079075,,0,A ~ 1,A1 ~ 1,0.521,C A
job_1,1,29,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,-0.00618401476308492,-0.245067532723547,0.232699503197377,0.477767035920924,,0,A ~ 1,A1 ~ 1,0.521,C A
job_1,1,30,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0628243445693955,-0.200579273425713,0.0749305842869216,0.275509857712634,,0,A ~ 1,A1 ~ 1,0.48,C A
job_1,1,30,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.0962502671488507,-0.311412361727469,0.118911827429767,0.430324189157236,,0,A ~ 1,A1 ~ 1,0.48,C A
job_1,1,30,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,-0.0814998976560759,-0.253349775945801,0.0903499806336495,0.343699756579451,,0,A ~ 1,A1 ~ 1,0.48,C A
job_1,1,31,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0178153210921447,-0.151483967547616,0.115853325363327,0.267337292910943,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,31,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,0.00792435015720244,-0.148787804475019,0.164636504789424,0.313424309264442,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,31,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.141885019104885,-0.114065141891502,0.397835180101272,0.511900321992774,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,32,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.047887325097972,-0.18675595385247,0.0909813036565259,0.277737257508996,,0,A ~ 1,A1 ~ 1,0.492,C A
job_1,1,32,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.0450641525697369,-0.188932274165548,0.0988039690260747,0.287736243191623,,0,A ~ 1,A1 ~ 1,0.492,C A
job_1,1,32,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.0447152863907539,-0.130183817197913,0.219614389979421,0.349798207177334,,0,A ~ 1,A1 ~ 1,0.492,C A
job_1,1,33,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,0.0521196546667981,-0.086710020524059,0.190949329857655,0.277659350381714,,0,A ~ 1,A1 ~ 1,0.512,C A
job_1,1,33,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,0.0558253868912977,-0.13176827528141,0.243419049064005,0.375187324345415,,0,A ~ 1,A1 ~ 1,0.512,C A
job_1,1,33,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.0823332259140208,-0.0659807315521362,0.230647183380178,0.296627914932314,,0,A ~ 1,A1 ~ 1,0.512,C A
job_1,1,34,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0695970844045219,-0.208494083594222,0.0692999147851785,0.277793998379401,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,34,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,0.0522047574797491,-0.179798991721804,0.284208506681302,0.464007498403105,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,34,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.0709687353281433,-0.0686929462207659,0.210630416877052,0.279323363097818,,0,A ~ 1,A1 ~ 1,0.497,C A
job_1,1,35,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,0.010343507965225,-0.130952793988557,0.151639809919007,0.282592603907563,,0,A ~ 1,A1 ~ 1,0.489,C A
job_1,1,35,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,0.0666826127778201,-0.270589158858018,0.403954384413658,0.674543543271676,,0,A ~ 1,A1 ~ 1,0.489,C A
job_1,1,35,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.0413787911104143,-0.238136228551872,0.3208938107727,0.559030039324572,,0,A ~ 1,A1 ~ 1,0.489,C A
job_1,1,36,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0430718649377285,-0.180765372102285,0.0946216422268275,0.275387014329112,,0,A ~ 1,A1 ~ 1,0.464,C A
job_1,1,36,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,0.116354108177501,-0.0699407385095772,0.302648954864579,0.372589693374156,,0,A ~ 1,A1 ~ 1,0.464,C A
job_1,1,36,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.132441790657527,-0.0665609932667759,0.33144457458183,0.398005567848606,,0,A ~ 1,A1 ~ 1,0.464,C A
job_1,1,37,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,0.0253175383198965,-0.11300996396369,0.163645040603483,0.276655004567173,,0,A ~ 1,A1 ~ 1,0.471,C A
job_1,1,37,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.0482884380243562,-0.387912231813619,0.291335355764907,0.679247587578526,,0,A ~ 1,A1 ~ 1,0.471,C A
job_1,1,37,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,Am-ours,0.00637258310226199,-0.24484109193447,0.257586258138994,0.502427350073465,,0,A ~ 1,A1 ~ 1,0.471,C A
job_1,1,38,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,gold,-0.0517694654268706,-0.190191185391649,0.0866522545379073,0.276843439929556,,0,A ~ 1,A1 ~ 1,0.496,C A
job_1,1,38,gold ; MVN-CC-ours ; Am-ours,OLS,(Intercept),1000,5,100,norm,1B,MVN-CC-ours,-0.214682228879709,-0.407200146839414,-0.0221643109200033,0.385035835919411,,0,A ~ 1,A1 ~ 1,0.496,C A
